family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
random_3sat_control,plain_unguided_glucose,63,1,63,0,0,63,0,2.1757467142857143,0.724641,2.183118840250822,2.1757467142857143,0.724641,2.183118840250822,73455.95238095238,63861.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,neutral_weighted_glucose,63,1,63,0,0,63,0,1.7392233333333333,0.612053,1.7481969134468172,1.7392233333333333,0.612053,1.7481969134468172,58671.09523809524,50970.09523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,static_weighted_glucose,63,1,63,0,0,63,0,1.9024395973493788,1.6278359587860107,1.909792941581044,1.115235380952381,0.053463,1.122588725184046,43655.95238095238,39373.71428571428,0.7872042163969979,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,cached_trace_no_adapter_final,63,1,63,0,0,63,63,1.9075144472566323,1.6358280464702248,1.9214221935364462,1.115235380952381,0.053463,1.122588725184046,43655.95238095238,39373.71428571428,0.7872042163969979,0.003955063492063492,0.010509465540212298,0.0011197864151899777,0.0,228.57142857142858,350.0224064418248
random_3sat_control,event_adapter_final,63,1,63,0,0,63,63,2.188843940312672,1.3780682134999038,2.2036182871679704,1.3463857936507937,0.491386,1.3546057384579429,61367.47619047619,54179.95238095238,0.7872042163969979,0.003955063492063492,0.010509465540212298,0.0011197864151899777,0.05017908035762726,228.57142857142858,350.0224064418248
subset_cardinality,plain_unguided_glucose,27,1,27,27,27,27,0,0.0019895185185185185,0.001751,0.003286329753420971,0.0019895185185185185,0.001751,0.003286329753420971,242.0,181.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,neutral_weighted_glucose,27,1,27,27,27,27,0,0.0018698888888888888,0.001619,0.00417638114757008,0.0018698888888888888,0.001619,0.00417638114757008,263.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,static_weighted_glucose,27,1,27,27,27,27,0,0.23130956146974915,0.10107684492492676,0.23316789308079966,0.0019369629629629628,0.001695,0.003795294574013463,208.44444444444446,169.55555555555554,0.2293725985067862,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,cached_trace_no_adapter_final,27,1,27,27,27,27,27,0.2333471862966992,0.10302660901206732,0.2371191379993602,0.0019369629629629628,0.001695,0.003795294574013463,208.44444444444446,169.55555555555554,0.2293725985067862,0.0012153703703703703,0.003128990461980855,0.0008222544565796852,0.0,41.0,63.58079952663846
subset_cardinality,event_adapter_final,27,1,27,27,27,27,27,0.27043912800642955,0.10741106773704291,0.27455624123966255,0.0015497777777777777,0.001708,0.003753270919400233,219.22222222222223,180.55555555555554,0.2293725985067862,0.0012153703703703703,0.003128990461980855,0.0008222544565796852,0.037479126894915546,41.0,63.58079952663846
__overall__,plain_unguided_glucose,135,4,135,72,72,135,0,1.7083204296296295,0.632036,1.7143770451071085,1.7083204296296295,0.632036,1.7143770451071085,89306.82222222222,80573.24444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,neutral_weighted_glucose,135,4,135,72,72,135,0,1.4834626888888889,0.612053,1.4910563269216153,1.4834626888888889,0.612053,1.4910563269216153,73801.06666666667,66834.88888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,static_weighted_glucose,135,4,135,72,72,135,0,1.6869706627401846,0.8815128372802734,1.6939782478674144,1.1732019703703702,0.059792,1.1802095554976,65128.15555555555,59902.77777777778,0.5137686923698143,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,cached_trace_no_adapter_final,135,4,135,72,72,135,135,1.6919629063777566,0.8867633539466262,1.7038712798859235,1.1732019703703702,0.059792,1.1802095554976,65128.15555555555,59902.77777777778,0.5137686923698143,0.0039779481481481485,0.008878736529085371,0.0010142954894238048,0.0,140.2,214.57329254150392
__overall__,event_adapter_final,135,4,135,72,72,135,135,1.785467229937892,0.8167454423743487,1.797271877023633,1.2237770666666665,0.41997,1.2306809253714703,74770.02222222222,68259.28888888888,0.5137686923698143,0.0039779481481481485,0.008878736529085371,0.0010142954894238048,0.04292922726383916,140.2,214.57329254150392
