warmup_conflicts,family,base_instance_id,observations,base_instances,variants,repeats,final_cpu_lim,warmup_cpu_lim,event_adapter_solved_rows,known_expected_rows,known_expected_match_rows,warmup_cpu_mean,warmup_cpu_median,warmup_conflict_count_mean,event_state_l2_sum_mean,event_state_nonzero_vars_mean,graph_gate_open_fraction,adapter_cached_final_cpu_delta_mean,adapter_cached_final_cpu_delta_median,adapter_cached_protocol_delta_mean,adapter_plain_final_cpu_delta_mean,adapter_plain_final_cpu_delta_median,adapter_plain_protocol_delta_mean,adapter_plain_protocol_delta_median,adapter_cached_decisions_delta_mean,adapter_cached_conflicts_delta_mean,neutral_plain_final_cpu_delta_mean,static_neutral_final_cpu_delta_mean,adapter_cached_final_cpu_improved_fraction,adapter_plain_final_cpu_improved_fraction,adapter_plain_protocol_improved_fraction
1,random_3sat_control,random_3sat_control_v260_c1113_seed3306,9,1,3,3,10.0,5.0,9,0,0,0.005358,0.006226,1.0,397.0021057128906,260.0,1.0,0.38645444444444443,0.2880799999999999,0.4339522732459174,0.7627988888888889,1.1375099999999998,1.0194866572344767,1.3857616959612962,40761.0,30883.333333333332,1.1339055555555555,-0.7575611111111111,0.0,0.2222222222222222,0.1111111111111111
1,random_3sat_control,random_3sat_control_v300_c1266_seed3307,9,1,3,3,10.0,5.0,9,0,0,0.007259555555555556,0.006623,1.0,465.98126220703125,300.0,1.0,0.03304711111111111,0.03405,0.05252662427944607,-1.1864863333333333,-1.261701,-0.9619189269557994,-1.0429832459297776,2531.3333333333335,2098.3333333333335,0.36600822222222223,-1.5855416666666668,0.0,1.0,0.8888888888888888
1,subset_cardinality,subset_cardinality_bw10,9,1,3,3,10.0,5.0,9,9,9,0.0015374444444444446,0.001586,1.0,62.71916198730469,41.0,1.0,-3.144444444444443e-05,-0.0005580000000000001,0.019448068723890512,0.0006753333333333333,0.00011500000000000008,0.21915244274099666,0.18729700258082152,4.666666666666667,4.333333333333333,0.0007409999999999999,-3.4222222222222285e-05,0.5555555555555556,0.3333333333333333,0.0
1,subset_cardinality,subset_cardinality_bw12,9,1,3,3,10.0,5.0,9,9,9,0.001190222222222222,0.001421,1.0,74.82396443684895,49.0,1.0,-2.6777777777777718e-05,4.2000000000000045e-05,0.027227353327433285,0.000536,0.0003209999999999999,0.1627898354888028,0.10223387182754269,1.0,7.0,0.0007272222222222222,-0.0001644444444444445,0.4444444444444444,0.2222222222222222,0.0
1,subset_cardinality,subset_cardinality_bw8,9,1,3,3,10.0,5.0,9,9,9,0.001061888888888889,0.001395,1.0,53.19927215576172,33.0,1.0,-0.0006383333333333333,-0.000658,0.03050310674031573,-2.6555555555555538e-05,0.0,0.1341848672798143,0.0734734289235472,8.333333333333334,8.0,0.000567,4.477777777777778e-05,0.7777777777777778,0.4444444444444444,0.0
3,complete_coloring,k10_color9,9,1,3,3,10.0,5.0,9,9,9,0.0072046666666666665,0.007653,3.0,194.41254679361978,90.0,1.0,-0.2728333333333333,-0.2628499999999998,-0.21320540301005042,-0.45649888888888884,-0.4003700000000001,0.5804346478922963,0.2917567942385082,48296.0,47424.666666666664,-0.20390444444444455,0.02023888888888894,0.8888888888888888,0.6666666666666666,0.2222222222222222
3,complete_coloring,k8_color7,9,1,3,3,10.0,5.0,9,9,9,0.0023101111111111113,0.003099,3.0,125.21592203776042,56.0,1.0,-0.020442000000000002,-0.019448,0.03918593032328291,-0.012316333333333334,-0.014009,1.0192066381683216,0.8649983370403649,-372.3333333333333,-323.3333333333333,0.003400666666666667,0.004724999999999999,1.0,1.0,0.0
3,complete_coloring,k9_color8,9,1,3,3,10.0,5.0,9,9,9,0.003961888888888889,0.003962,3.0,158.03121439615884,72.0,1.0,-0.28214422222222224,-0.307449,-0.21885084466383203,-0.13191777777777777,-0.15795000000000003,0.7026553707876271,0.6855432608883381,-3562.0,-3233.0,0.17485333333333333,-0.024626888888888903,1.0,1.0,0.1111111111111111
3,php,php_p10_h9,9,1,3,3,10.0,5.0,9,9,9,0.0056394444444444435,0.005187,3.0,194.41254679361978,90.0,1.0,-0.29812000000000005,-0.3165199999999997,-0.22749572797139495,-0.4480922222222223,-0.3718199999999996,-0.008770414090487646,0.1151881611706016,48296.0,47424.666666666664,-0.10210333333333324,-0.04786888888888896,0.7777777777777778,0.6666666666666666,0.4444444444444444
3,php,php_p9_h8,9,1,3,3,10.0,5.0,9,9,9,0.002565777777777778,0.00255,3.0,158.03121439615884,72.0,1.0,-0.281991,-0.284396,-0.21136672797139486,-0.1440061111111111,-0.15850799999999998,0.29220717643444405,0.10797131864112613,-3562.0,-3233.0,0.09690411111111114,0.04108077777777776,1.0,1.0,0.3333333333333333
3,random_3sat_control,random_3sat_control_v160_c704_seed2615,9,1,3,3,10.0,5.0,9,0,0,0.003146333333333333,0.004516,3.0,362.77410888671875,160.0,1.0,-0.0032915555555555562,-0.0019510000000000013,0.059807113496568455,-0.02172488888888889,-0.016606000000000003,0.27489537764696936,0.2130718417029381,409.6666666666667,243.0,0.010799666666666666,-0.029232999999999995,0.6666666666666666,0.7777777777777778,0.0
3,random_3sat_control,random_3sat_control_v180_c760_seed3301,9,1,3,3,10.0,5.0,9,0,0,0.002820888888888889,0.002813,3.0,430.87243652343756,180.0,1.0,0.17126222222222223,0.17204899999999998,0.2305980897861057,-0.5057550000000001,-0.31015099999999995,-0.2796923343657587,-0.10583962309837341,13584.666666666666,11806.666666666666,-0.5644942222222222,-0.112523,0.0,1.0,0.8888888888888888
3,random_3sat_control,random_3sat_control_v220_c928_seed3303,9,1,3,3,10.0,5.0,9,0,0,0.004705666666666667,0.005674,3.0,456.0174051920573,220.0,1.0,0.0036738888888888893,0.0032410000000000004,0.06300975645277236,-0.7575747777777777,-0.708628,-0.5295923346425229,-0.4694861466980577,324.3333333333333,274.6666666666667,-0.41744222222222216,-0.3438064444444444,0.2222222222222222,1.0,0.6666666666666666
3,random_3sat_control,random_3sat_control_v220_c942_seed3304,9,1,3,3,10.0,5.0,9,0,0,0.004994777777777778,0.005606,3.0,419.5413513183594,220.0,1.0,0.16848133333333334,0.19027500000000003,0.23070588040161136,-0.059751888888888875,-0.06918500000000005,0.24533043685340886,0.22042296137696515,14524.666666666666,12976.0,0.14098655555555556,-0.3692197777777778,0.0,0.7777777777777778,0.0
3,random_3sat_control,random_3sat_control_v260_c1097_seed3305,9,1,3,3,10.0,5.0,9,0,0,0.0055713333333333335,0.005586,3.0,493.8140055338542,260.0,1.0,-0.48626311111111115,-0.3746860000000001,-0.42403856404283313,-5.105265333333333,-5.863643,-4.799501811011043,-5.421468088760435,-10347.0,-9936.666666666666,-3.1464499999999997,-1.4725522222222223,1.0,1.0,1.0
3,random_3sat_control,random_3sat_control_v260_c1113_seed3306,9,1,3,3,10.0,5.0,9,0,0,0.005392555555555556,0.00529,3.0,480.1115214029948,260.0,1.0,0.18173666666666677,0.2632399999999997,0.23250557188245993,0.714098888888889,0.8472,0.992034627144489,1.136452712628901,44119.666666666664,34001.666666666664,1.0738155555555555,-0.5414533333333335,0.2222222222222222,0.1111111111111111,0.1111111111111111
3,random_3sat_control,random_3sat_control_v300_c1266_seed3307,9,1,3,3,10.0,5.0,9,0,0,0.006119777777777778,0.006436,3.0,624.5980224609375,300.0,1.0,0.02876933333333333,0.027296,0.05662695484415689,-1.1815788888888887,-1.427099,-0.9580936760969428,-1.2579941692774892,2307.6666666666665,1909.3333333333333,0.34437133333333325,-1.5547195555555555,0.0,1.0,0.8888888888888888
3,subset_cardinality,subset_cardinality_bw10,9,1,3,3,10.0,5.0,9,9,9,0.0010755555555555555,0.000994,3.0,93.68310292561848,41.0,1.0,-0.00026900000000000003,0.00015000000000000018,0.02758862151082358,0.0007617777777777778,0.0006589999999999999,0.2187009259025322,0.1657403551787138,19.0,2.6666666666666665,0.0010395555555555555,-8.777777777777714e-06,0.4444444444444444,0.1111111111111111,0.0
3,subset_cardinality,subset_cardinality_bw12,9,1,3,3,10.0,5.0,9,9,9,0.0011858888888888889,0.00153,3.0,103.64867909749348,49.0,1.0,0.00036955555555555553,2.1999999999999993e-05,0.027571261064317478,0.0007038888888888889,0.000232,0.12489576088705322,0.080673418095231,23.666666666666668,17.0,0.001257111111111111,-0.0009227777777777778,0.4444444444444444,0.3333333333333333,0.0
3,subset_cardinality,subset_cardinality_bw8,9,1,3,3,10.0,5.0,9,9,9,0.0017206666666666666,0.001745,3.0,78.4325180053711,33.0,1.0,-0.0003122222222222222,-0.000387,0.02656152528550891,0.00023522222222222222,0.0002999999999999999,0.07811779811645875,0.0776782856404781,13.0,3.3333333333333335,-0.00011022222222222225,0.0006576666666666668,0.6666666666666666,0.3333333333333333,0.0
