Unnamed: 0,restarts,conflicts,decisions,propagations,CPU time,Result,cnf_id,sample_id,file,final GPU time,refinement CPU time,refinement GPU time,GPU time,time,file_key,solved,method,batch
40,2.0,1693848.0,1936604.0,94133771.0,59.9829,INDETERMINATE,40,0,data/eval_batches/3sat/400/batch0/3sat_134.cnf,0.0047945976257324,0.062706,0.2687342166900635,0.2735288143157959,60.3191348143158,3sat_134.cnf,False,online_consistent_boundary400,0
41,2.0,1809032.0,2058540.0,100614422.0,59.9691,INDETERMINATE,41,0,data/eval_batches/3sat/400/batch0/3sat_135.cnf,0.0047945976257324,0.064078,0.2687342166900635,0.2735288143157959,60.3067068143158,3sat_135.cnf,False,online_consistent_boundary400,0
42,2.0,1725769.0,1980327.0,100810981.0,59.9777,INDETERMINATE,42,0,data/eval_batches/3sat/400/batch0/3sat_136.cnf,0.0047945976257324,0.068215,0.2687342166900635,0.2735288143157959,60.3194438143158,3sat_136.cnf,False,online_consistent_boundary400,0
43,2.0,1733945.0,1963994.0,93393299.0,59.9963,INDETERMINATE,43,0,data/eval_batches/3sat/400/batch0/3sat_137.cnf,0.0047945976257324,0.072621,0.2687342166900635,0.2735288143157959,60.34244981431579,3sat_137.cnf,False,online_consistent_boundary400,0
44,2.0,1595556.0,1815356.0,92138829.0,48.9127,SATISFIABLE,44,0,data/eval_batches/3sat/400/batch0/3sat_138.cnf,0.0047945976257324,0.075051,0.2687342166900635,0.2735288143157959,49.2612798143158,3sat_138.cnf,True,online_consistent_boundary400,0
45,2.0,1841056.0,2111538.0,104840274.0,59.9808,INDETERMINATE,45,0,data/eval_batches/3sat/400/batch0/3sat_139.cnf,0.0047945976257324,0.076737,0.2687342166900635,0.2735288143157959,60.3310658143158,3sat_139.cnf,False,online_consistent_boundary400,0
46,2.0,133587.0,154405.0,8365184.0,4.23755,SATISFIABLE,46,0,data/eval_batches/3sat/400/batch0/3sat_14.cnf,0.0047945976257324,0.063665,0.2687342166900635,0.2735288143157959,4.574743814315796,3sat_14.cnf,True,online_consistent_boundary400,0
47,2.0,135171.0,155254.0,8243385.0,3.99658,SATISFIABLE,47,0,data/eval_batches/3sat/400/batch0/3sat_140.cnf,0.0047945976257324,0.069248,0.2687342166900635,0.2735288143157959,4.339356814315796,3sat_140.cnf,True,online_consistent_boundary400,0
48,1.0,71109.0,82102.0,4299119.0,2.30167,SATISFIABLE,48,0,data/eval_batches/3sat/400/batch0/3sat_141.cnf,0.0047945976257324,0.07267,0.2687342166900635,0.2735288143157959,2.647868814315796,3sat_141.cnf,True,online_consistent_boundary400,0
49,1.0,61037.0,70865.0,3765471.0,1.69813,SATISFIABLE,49,0,data/eval_batches/3sat/400/batch0/3sat_142.cnf,0.0047945976257324,0.076251,0.2687342166900635,0.2735288143157959,2.047909814315796,3sat_142.cnf,True,online_consistent_boundary400,0
0,2.0,1689133.0,1935798.0,97060094.0,59.9846,INDETERMINATE,0,0,data/eval_batches/3sat/400/batch1/3sat_143.cnf,0.0062129497528076,0.084998,1.0400722026824951,1.0462851524353027,61.1158831524353,3sat_143.cnf,False,online_consistent_boundary400,1
1,2.0,1578043.0,1792917.0,87723937.0,59.9851,INDETERMINATE,1,0,data/eval_batches/3sat/400/batch1/3sat_144.cnf,0.0062129497528076,0.069384,1.0400722026824951,1.0462851524353027,61.100769152435305,3sat_144.cnf,False,online_consistent_boundary400,1
2,2.0,1661209.0,1920163.0,94656804.0,59.9805,INDETERMINATE,2,0,data/eval_batches/3sat/400/batch1/3sat_145.cnf,0.0062129497528076,0.076689,1.0400722026824951,1.0462851524353027,61.1034741524353,3sat_145.cnf,False,online_consistent_boundary400,1
3,2.0,1698423.0,1943984.0,94904863.0,59.9794,INDETERMINATE,3,0,data/eval_batches/3sat/400/batch1/3sat_146.cnf,0.0062129497528076,0.059916,1.0400722026824951,1.0462851524353027,61.0856011524353,3sat_146.cnf,False,online_consistent_boundary400,1
4,2.0,392510.0,450448.0,23393708.0,10.7763,SATISFIABLE,4,0,data/eval_batches/3sat/400/batch1/3sat_147.cnf,0.0062129497528076,0.07799,1.0400722026824951,1.0462851524353027,11.900575152435303,3sat_147.cnf,True,online_consistent_boundary400,1
