solver_name,file_key,repeats,solved_repeats,stable_solved,time_mean,time_min,time_max,results
march,3sat_5.cnf,1,1,True,62.345929948147386,62.345929948147386,62.345929948147386,UNSATISFIABLE
march,3sat_50.cnf,1,0,True,60.0,60.0,60.0,UNKNOWN
march,3sat_51.cnf,1,1,True,31.86466991622001,31.86466991622001,31.86466991622001,UNSATISFIABLE
march,3sat_52.cnf,1,1,True,54.99083908693865,54.99083908693865,54.99083908693865,UNSATISFIABLE
march,3sat_53.cnf,1,1,True,30.65783374896273,30.65783374896273,30.65783374896273,UNSATISFIABLE
march,3sat_54.cnf,1,1,True,14.534697358962148,14.534697358962148,14.534697358962148,SATISFIABLE
march,3sat_55.cnf,1,1,True,39.468371611088514,39.468371611088514,39.468371611088514,UNSATISFIABLE
march,3sat_56.cnf,1,1,True,6.128844901919365,6.128844901919365,6.128844901919365,SATISFIABLE
march,3sat_57.cnf,1,1,True,20.26918337494135,20.26918337494135,20.26918337494135,SATISFIABLE
march,3sat_58.cnf,1,1,True,8.65611093910411,8.65611093910411,8.65611093910411,SATISFIABLE
march,3sat_59.cnf,1,1,True,3.2690071929246187,3.2690071929246187,3.2690071929246187,SATISFIABLE
march,3sat_6.cnf,1,1,True,26.521487551741306,26.521487551741306,26.521487551741306,UNSATISFIABLE
march,3sat_60.cnf,1,1,True,21.66000551497564,21.66000551497564,21.66000551497564,SATISFIABLE
march,3sat_61.cnf,1,1,True,22.772936714813117,22.772936714813117,22.772936714813117,UNSATISFIABLE
march,3sat_62.cnf,1,1,True,34.730415457859635,34.730415457859635,34.730415457859635,UNSATISFIABLE
march,3sat_63.cnf,1,1,True,1.1199988289736211,1.1199988289736211,1.1199988289736211,SATISFIABLE
march,3sat_64.cnf,1,1,True,35.92007986083627,35.92007986083627,35.92007986083627,UNSATISFIABLE
march,3sat_65.cnf,1,1,True,0.1431636889465153,0.1431636889465153,0.1431636889465153,SATISFIABLE
march,3sat_66.cnf,1,1,True,26.99072800204158,26.99072800204158,26.99072800204158,UNSATISFIABLE
march,3sat_67.cnf,1,1,True,64.1675020060502,64.1675020060502,64.1675020060502,UNSATISFIABLE
march,3sat_68.cnf,1,1,True,34.62810671469197,34.62810671469197,34.62810671469197,UNSATISFIABLE
march,3sat_69.cnf,1,1,True,47.54599995072931,47.54599995072931,47.54599995072931,UNSATISFIABLE
march,3sat_7.cnf,1,1,True,17.427957617677748,17.427957617677748,17.427957617677748,UNSATISFIABLE
march,3sat_70.cnf,1,1,True,0.1757704121991992,0.1757704121991992,0.1757704121991992,SATISFIABLE
